mainFloorLengthInFt,mainFloorBreadthInFt,ceilingHeightInFt,numberOfFloors,numberOfKitchens,numberOfStandaloneToilets,numberOfFullBathrooms,numberOfRooms,priceOfBagOfCement,priceOfTripOfSand,priceOfWaterInLiters,priceOfDoorD1,priceOfDoorD2,priceOfDoorD3,priceOfWindowW1,priceOfWindowW2,priceOfTilesPerM2,priceOfGraniteInTonnes,priceOfSteelPerM3,priceOfCostOfRoofHalfPlot,estimatedBlocksNeeded,estimatedCementBagsNeeded,estimatedConcreteNeeded,estimatedCost,estimatedCostOfRoofing,estimatedNumDoors,estimatedNumDoorsD1,estimatedNumDoorsD2,estimatedNumDoorsD3,estimatedNumWindows,estimatedNumWindowsW1,estimatedNumWindowsW2,estimatedPricePerConcreteInM3,estimatedSandInTonnesNeeded,estimatedVolumeOfSlabNeeded,estimatedTripsOfSandsNeeded,estimatedSteelNeeded
140.70,418.27,14.47,9.03,1.80,5.77,0.58,0.77,8696.65,44644.77,7.11,15230.42,14929.74,11966.90,40107.03,45686.96,6427.57,20877.25,364450.38,1740843.04,810757.93,36064.02,1831.76,564981909.99,5948192.00,29.66,10.03,13.28,6.36,30.11,23.75,6.36,100286.30,20426.01,555.79,3294.52,18.32
227.92,431.40,15.15,3.69,4.92,5.46,2.56,7.02,6789.73,53726.64,8.32,26031.20,19839.27,10830.59,61213.27,45045.59,6785.68,17171.78,333856.16,1445412.17,602861.03,33409.84,2303.97,482359281.53,6383559.02,38.91,4.69,26.20,8.02,161.22,153.20,8.02,83301.38,16214.07,928.55,2615.17,23.04
291.22,292.90,10.49,7.38,1.43,6.43,0.80,8.94,8601.88,50855.92,7.20,25642.44,18414.48,9528.53,45747.00,37700.84,6653.59,24809.64,601293.05,1793012.67,1265133.40,59436.84,3309.95,956751821.05,7375529.75,43.61,8.38,28.01,7.23,184.99,177.77,7.23,106473.04,32365.24,805.53,5220.20,33.10
167.01,59.35,10.92,8.68,0.15,1.72,0.89,0.66,5509.53,42573.95,6.33,27654.99,15790.32,11094.90,53471.27,39276.99,6636.79,19862.49,448621.21,1139564.81,260614.94,11394.41,560.49,134473954.08,1597877.90,18.26,9.68,5.97,2.61,11.70,9.09,2.61,76013.19,6535.02,93.60,1054.04,5.60
495.62,249.39,15.36,3.28,4.37,5.25,0.45,1.18,6502.93,49826.45,8.05,22147.68,21567.50,10341.01,60207.70,48277.79,7164.96,20221.47,539296.44,986576.67,332507.97,23204.95,1953.29,381688914.43,4885268.82,29.33,4.28,19.35,5.70,49.21,43.51,5.70,85022.94,9686.15,1167.29,1562.28,19.53
77.53,261.34,14.10,8.38,7.81,6.58,0.74,6.68,7807.48,37245.22,6.15,17157.94,21193.11,10284.39,58764.50,49993.28,5881.48,17569.55,421825.29,962933.58,759455.62,31943.92,1453.27,416708850.04,1930513.86,33.84,9.38,17.13,7.32,73.85,66.52,7.32,87786.41,18847.56,191.34,3039.93,14.53
506.09,466.63,11.26,9.07,3.41,9.17,0.41,1.59,6231.01,33898.67,5.85,17155.99,11702.37,7688.07,50942.25,47916.71,6228.63,23498.41,695648.24,1669476.70,1496434.30,76450.39,4793.23,1030309522.63,11426679.51,46.32,10.07,26.68,9.57,82.07,72.50,9.57,84779.72,39238.77,2230.19,6328.83,47.93
453.21,199.41,11.32,4.74,6.91,4.80,2.20,5.07,7575.78,51305.59,7.49,29544.71,21081.87,8900.97,64488.74,46922.84,6754.24,17994.55,604012.89,1663830.96,578264.79,32308.48,2247.36,498381294.11,7044862.17,35.38,5.74,22.63,7.00,117.27,110.27,7.00,89454.95,15593.27,853.47,2515.04,22.47
197.94,513.96,11.24,1.85,7.02,0.00,5.73,3.78,4240.44,41643.07,5.29,16732.63,20679.26,9772.25,40969.31,27860.46,5990.04,16045.25,564422.14,1571145.59,190279.83,16681.74,1603.86,212442270.56,7058191.15,30.20,2.85,21.62,5.73,97.04,91.31,5.73,61233.50,6072.30,960.76,979.40,16.04
364.22,100.51,15.08,4.73,8.64,3.36,8.47,9.62,7812.27,28471.89,9.85,23248.55,12377.07,7369.48,47021.20,36221.67,6454.14,16159.81,446757.68,1075558.85,624742.32,29508.76,1657.07,367314596.15,2898506.56,41.55,5.73,23.99,11.83,136.39,124.56,11.83,84774.08,16007.02,345.73,2581.78,16.57
200.13,477.48,12.48,6.50,2.62,2.02,4.76,0.39,4907.94,43545.08,8.02,27715.37,11185.81,8048.57,69654.31,37972.61,6459.30,19055.20,439210.93,1087663.71,593433.00,31580.87,2081.30,396237827.73,4735564.58,30.33,7.50,16.04,6.78,29.82,23.04,6.78,71046.93,15757.25,902.44,2541.49,20.81
481.53,200.36,12.96,8.00,2.57,9.27,5.87,0.97,7985.93,39418.60,9.05,29361.80,17457.64,10375.69,57603.72,29656.98,5993.11,17739.63,466089.24,1028181.59,873171.41,42140.49,2444.22,613356008.85,4498057.09,41.13,9.00,16.98,15.15,49.47,34.33,15.15,90099.92,22511.86,911.11,3630.94,24.44
63.48,455.82,15.80,8.01,3.55,9.62,8.22,7.58,5262.39,42569.67,7.92,18468.93,16917.36,10153.19,58212.27,29308.89,6269.00,24533.40,737380.77,1531768.42,1071584.02,44783.85,2009.30,521316401.80,3669847.08,46.73,9.01,19.88,17.84,106.96,89.13,17.84,81344.83,26548.81,273.26,4282.07,20.09
398.36,34.40,11.77,3.68,3.51,6.63,4.06,9.12,6647.88,39903.96,8.16,16874.57,21978.75,10187.16,39129.23,28365.63,6953.42,21785.63,344197.43,1705396.76,274230.81,13845.23,854.85,176982936.80,2811992.20,34.91,4.68,19.54,10.70,83.31,72.62,10.70,86596.67,7165.11,129.43,1155.66,8.55
212.76,408.17,12.16,9.67,2.51,3.46,3.67,2.21,4799.60,36086.78,9.01,19963.44,21609.73,10016.56,37606.28,44129.24,6625.59,17924.23,616572.36,916772.57,1173525.94,52584.74,2706.24,567409369.10,3805112.64,35.85,10.67,18.05,7.13,62.56,55.43,7.13,67474.66,29625.25,820.11,4778.27,27.06
35.11,153.43,9.87,5.35,1.49,6.33,9.70,5.03,5578.67,36856.22,5.97,20021.04,12995.72,11956.93,36279.96,30112.94,7206.01,16495.86,413486.09,1470835.86,166044.59,7980.04,460.01,87556180.21,1520416.37,33.61,6.35,11.22,16.04,42.79,26.75,16.04,70519.93,4275.70,50.87,689.63,4.60
152.58,330.59,14.53,1.14,9.83,1.38,7.41,2.08,6336.41,35373.36,6.36,15640.20,13142.51,9870.23,59932.54,48080.26,6454.30,21937.30,334309.57,1250998.79,93859.00,8134.38,777.68,127888957.00,3957248.95,25.28,2.14,14.35,8.79,49.19,40.40,8.79,83571.78,2980.62,476.36,480.75,7.78
403.98,475.60,14.25,1.60,6.53,1.69,2.69,3.92,8420.34,30077.30,6.97,16951.92,14201.03,7337.84,55286.27,31771.92,6216.41,23294.99,720104.13,968520.01,267553.07,25937.54,2609.67,467295545.75,5979303.75,34.77,2.60,27.79,4.38,133.56,129.18,4.38,99304.14,8924.30,1814.46,1439.40,26.10
520.01,419.54,15.39,5.34,6.88,6.49,8.93,2.81,7275.76,48646.24,6.38,19625.46,11859.73,8275.64,47641.54,38855.25,5515.36,18918.45,371800.47,985508.04,981420.98,56103.62,3995.65,849095134.03,6483256.10,49.34,6.34,27.58,15.42,120.95,105.53,15.42,88071.31,26662.23,2060.29,4300.36,39.96
413.23,391.12,16.00,3.00,2.90,0.49,8.88,6.32,6595.75,39344.79,7.88,17017.02,12021.24,6449.00,69558.53,27559.65,5703.12,22574.07,681154.14,1043038.28,585384.03,37105.03,2903.43,532710922.46,5906017.41,42.95,4.00,29.59,9.37,188.36,178.99,9.37,87243.65,16469.57,1526.34,2656.38,29.03
54.44,207.45,13.46,5.37,6.05,5.30,3.06,4.27,7770.43,29161.36,8.07,26326.28,21278.31,6940.29,39125.94,34989.77,7058.37,22028.98,336441.47,1522526.16,257387.95,11965.18,655.25,156045297.61,2278923.26,26.45,6.37,11.72,8.36,42.04,33.68,8.36,92910.60,6564.85,106.66,1058.85,6.55
283.67,319.39,10.39,4.62,5.92,1.55,8.37,4.31,4878.22,47104.64,7.89,16825.98,19681.90,8105.85,51237.96,49563.73,6104.63,17935.98,613034.92,1204523.11,490291.15,28758.12,2100.44,358194364.81,5106544.87,37.06,5.62,21.51,9.92,106.02,96.10,9.92,69809.38,13433.34,855.63,2166.67,21.00
505.49,181.54,10.15,1.57,1.00,8.35,2.33,0.13,6740.78,41556.80,8.75,17394.15,11174.61,8469.57,69034.61,31240.19,5794.71,24580.00,601769.58,1183245.10,104864.45,11841.92,1262.26,213754532.60,5048420.45,28.59,2.57,15.34,10.68,28.27,17.59,10.68,91709.11,3758.52,866.61,606.21,12.62
491.55,105.56,11.51,4.23,2.77,1.89,8.39,0.92,6021.29,54799.24,6.49,23053.22,21419.67,8817.02,67280.93,45464.50,6652.78,20151.91,451818.18,1733491.61,283413.26,16565.36,1205.84,246587834.71,5561615.51,28.28,5.23,12.78,10.28,34.83,24.55,10.28,82190.05,7756.08,490.03,1250.98,12.06
434.60,185.21,12.65,5.09,2.69,0.27,8.24,6.44,7269.82,48633.53,6.18,15618.42,20991.62,6670.93,44195.64,31422.54,5516.31,18878.04,533840.15,1002637.15,689378.07,35771.69,2287.07,511916874.67,4006434.16,38.45,6.09,23.85,8.51,136.92,128.40,8.51,87939.08,18162.48,760.14,2929.43,22.87
301.43,235.40,10.28,7.29,6.22,4.28,5.13,9.54,6284.96,52015.41,7.48,15997.93,15151.73,7256.65,38004.01,33426.65,6187.01,22019.11,486768.34,1610353.17,1223503.54,56961.92,3126.88,766619567.56,6041658.15,45.33,8.29,27.63,9.41,181.60,172.19,9.41,86422.81,31219.48,670.09,5035.40,31.27
154.87,510.83,15.74,3.63,1.60,7.73,2.70,2.09,8696.29,52668.13,7.89,29557.65,12378.01,10415.74,49174.36,41085.31,5693.62,21884.56,537471.91,973592.53,363084.18,21371.49,1566.15,372159338.41,3856948.47,32.25,4.63,17.20,10.43,61.21,50.78,10.43,103282.49,9959.65,747.13,1606.40,15.66
497.16,457.09,15.45,5.76,1.82,3.16,0.44,7.28,8552.54,53183.61,6.47,28146.21,12028.62,11556.68,56769.11,27781.63,7167.06,23315.35,613670.18,1548385.46,1519206.91,78713.40,5023.26,1329896314.99,10396046.86,45.11,6.76,34.75,3.59,244.23,240.64,3.59,104243.92,40006.96,2146.06,6452.74,50.23
73.57,192.85,9.32,8.87,1.18,1.67,0.44,1.13,6966.74,49218.40,9.25,27291.84,13216.45,9110.24,39587.35,28238.29,6085.94,22916.37,356066.00,842123.01,325851.14,14501.40,737.19,203518497.58,1412763.68,19.64,9.87,7.66,2.11,16.51,14.40,2.11,92280.26,8210.48,133.98,1324.27,7.37
187.41,91.85,12.16,7.23,9.75,7.52,5.64,1.02,5893.75,41266.82,6.45,22017.34,16319.21,9513.08,64493.66,38602.36,6507.41,23760.16,367747.06,1474792.18,310864.98,14254.39,763.27,179227760.44,2725245.32,29.47,8.23,8.10,13.15,28.11,14.95,13.15,84186.25,7898.20,162.56,1273.90,7.63
126.59,237.55,13.97,9.41,8.78,6.05,7.38,9.15,6804.80,47266.60,9.45,15090.19,11114.06,9285.66,44380.97,35214.51,6845.46,23914.17,461923.60,1654078.81,1293561.47,53190.27,2301.17,713948562.63,4039913.86,46.24,10.41,22.40,13.43,121.32,107.89,13.43,92291.93,31912.94,283.98,5147.25,23.01
244.99,169.80,13.75,9.00,7.47,9.78,6.83,9.28,8347.41,37943.02,5.63,15135.71,20198.95,11492.01,58999.54,46268.63,7033.66,20795.63,426356.64,1203636.83,1418854.96,59389.34,2673.64,823881797.80,3457664.66,50.73,10.00,24.12,16.61,145.14,128.53,16.61,96322.65,35166.90,392.86,5672.08,26.74
295.94,403.89,9.49,4.02,6.65,2.76,1.50,7.53,5184.77,48738.59,5.53,15052.78,15754.70,11806.61,37662.83,32186.61,6361.16,16954.36,319227.27,1501336.66,582609.61,36064.84,2766.19,445822123.12,7310606.15,37.85,5.02,28.58,4.26,184.16,179.90,4.26,70454.58,16257.04,1128.79,2622.10,27.66
75.25,507.83,15.14,5.80,4.29,9.14,0.28,9.21,5133.81,36968.07,8.06,20807.84,20528.69,8872.86,68590.00,49335.57,6404.60,21333.97,266552.48,878321.54,832747.43,37577.48,1957.91,401817094.33,2418330.05,39.80,6.80,23.58,9.42,131.66,122.25,9.42,74808.08,21063.29,360.90,3397.31,19.58
301.87,467.10,9.92,3.28,7.49,4.25,7.97,3.93,4938.84,41079.98,9.62,15767.54,14051.13,6674.47,66102.07,45395.37,6829.22,21349.82,647412.32,1644166.00,390437.65,28732.62,2505.73,397393456.68,8695650.57,41.17,4.28,24.67,12.22,123.30,111.08,12.22,74422.29,11604.68,1331.61,1871.72,25.06
423.57,450.52,9.35,7.67,5.19,4.74,4.64,2.57,5143.11,45311.09,6.11,28612.86,14643.31,7513.52,44667.70,26960.76,6110.67,19540.04,306947.39,846327.18,1170291.31,62645.74,4156.77,784597586.19,5207128.26,43.76,8.67,25.70,9.38,101.47,92.08,9.38,73424.93,31131.35,1802.12,5021.18,41.57
235.49,473.58,11.69,2.69,5.28,4.73,5.55,7.41,6697.27,30707.89,5.98,22715.64,18997.21,10872.58,65033.34,31314.84,5663.52,23354.40,455999.39,1460218.56,409548.32,27553.19,2258.97,376059663.14,6868220.94,41.78,3.69,27.81,10.28,181.63,171.35,10.28,87291.97,11770.42,1053.21,1898.45,22.59
113.69,118.40,13.14,6.33,9.42,2.89,9.60,7.72,6097.02,50520.50,5.66,20793.46,17724.65,6711.40,45024.23,29615.36,5765.21,17010.00,426590.67,1341066.39,428686.51,19156.38,981.05,240932146.28,2191471.64,37.21,7.33,17.38,12.50,74.27,61.78,12.50,77252.88,10813.84,127.13,1744.17,9.81
224.50,425.59,14.87,3.05,1.21,6.42,2.53,2.21,7970.48,54541.91,7.58,27213.51,21158.69,11400.06,61074.86,29470.10,6458.24,19726.94,717732.67,1579611.52,301403.30,20157.78,1645.36,355697014.79,6876955.27,31.78,4.05,18.77,8.95,67.14,58.19,8.95,95331.58,8643.70,902.31,1394.15,16.45
52.29,361.74,12.18,1.42,4.32,2.51,7.74,3.82,5980.76,36361.42,9.93,21225.44,14943.75,8430.92,47569.54,39733.11,6180.85,19649.06,280448.47,1121853.98,83174.00,5648.69,466.34,74206826.47,2173219.26,25.27,2.42,12.61,10.25,49.95,39.71,10.25,78448.77,2398.67,178.65,386.88,4.66
437.35,390.70,14.35,1.35,1.64,1.39,4.16,9.35,7618.28,55410.73,6.18,27546.77,21082.16,8505.92,60855.76,26344.29,5992.86,22017.00,675572.80,952559.82,341030.22,28305.44,2647.03,472422681.54,5545861.95,42.59,2.35,34.69,5.55,267.68,262.13,5.55,96155.10,10635.37,1613.68,1715.38,26.47
205.41,60.34,9.36,1.89,7.95,0.70,3.54,2.08,6167.88,51710.40,5.91,19976.35,16466.34,10501.65,60932.51,30757.56,6883.81,19980.38,567367.02,1795730.61,53571.01,3790.41,322.10,57899774.07,2815681.90,15.81,2.89,8.68,4.23,24.25,20.01,4.23,82335.26,1568.62,117.04,253.00,3.22
47.44,507.85,10.57,5.51,4.35,3.31,5.21,9.53,7134.87,43335.72,6.93,21061.81,14524.02,7374.67,66528.17,46346.12,7003.55,18778.00,633573.01,1037454.43,578649.52,27553.63,1566.53,365467645.98,2268045.30,37.09,6.51,22.06,8.51,108.77,100.26,8.51,86030.40,14860.58,227.52,2396.87,15.67
82.32,207.61,9.05,4.89,8.29,4.33,7.20,7.66,6061.48,34755.14,9.33,23097.67,19119.62,6331.92,61064.12,25676.80,6488.10,24254.09,471457.37,1750757.42,298584.16,15202.84,949.06,185009516.23,3223554.69,35.46,5.89,18.03,11.54,80.68,69.14,11.54,85369.21,7821.34,161.39,1261.51,9.49
519.98,234.80,9.11,2.17,7.68,6.23,8.75,4.79,4577.81,32408.57,6.35,28420.09,19966.86,8164.14,68297.08,41454.72,6285.86,17847.58,493174.91,1247403.81,246890.55,21458.48,2054.42,265311197.11,6138832.49,42.80,3.17,24.66,14.98,137.06,122.08,14.98,64765.03,7849.91,1152.98,1266.11,20.54
486.23,343.91,14.32,8.32,4.92,5.10,8.92,6.71,5118.67,40165.98,8.40,15383.76,11001.96,7928.76,62858.69,45305.58,7417.48,24611.24,300175.21,1119938.48,2126998.49,96529.92,5079.42,1130521063.62,6450230.54,53.85,9.32,30.52,14.02,206.04,192.02,14.02,80102.36,53885.26,1579.16,8691.17,50.79
32.56,148.90,9.97,9.55,1.36,5.32,9.12,8.72,8350.40,43070.75,5.15,17935.99,13170.16,11014.41,67628.32,28377.64,5968.43,20309.07,580093.16,1342727.94,479327.39,19902.72,880.29,283293278.06,1316809.22,41.55,10.55,16.56,14.44,55.86,41.42,14.44,96461.71,11855.34,45.79,1912.15,8.80
108.59,163.75,11.56,2.72,2.82,2.22,4.17,0.31,6922.96,51708.71,8.13,16585.97,21916.47,8270.89,54588.71,32572.06,7035.42,19198.93,525665.05,1359687.05,80883.03,5201.72,411.87,83309121.21,2553612.53,17.24,3.72,7.13,6.39,15.64,9.25,6.39,86812.89,2287.27,167.92,368.91,4.12
136.33,244.75,12.20,2.17,7.77,0.51,8.28,7.12,6596.75,49406.57,9.58,24312.27,14308.72,10946.47,54119.53,30187.69,6088.99,24665.52,340205.72,1231963.97,178016.54,11166.23,866.16,164159762.21,3169599.64,31.78,3.17,19.82,8.80,99.26,90.46,8.80,92329.11,4990.15,315.12,804.86,8.66
277.05,293.46,9.19,9.17,5.58,9.95,3.63,6.71,5247.07,41028.98,9.15,20852.89,19089.30,10478.68,49192.11,32507.43,7411.88,21476.64,366848.41,1384072.53,1458138.39,65649.49,3407.07,755232804.41,5558419.71,48.09,10.17,24.33,13.59,147.47,133.88,13.59,76685.49,36858.65,767.80,5944.94,34.07
524.47,254.65,9.48,4.66,8.59,7.17,6.09,9.14,4768.17,28721.55,6.24,19588.98,20271.07,10942.29,49939.64,36388.19,5832.50,18204.14,688704.84,864863.87,878927.45,50164.36,3566.92,516286718.20,4451685.09,50.90,5.66,31.98,13.26,240.32,227.06,13.26,65954.83,23865.33,1261.29,3849.25,35.67
198.36,210.96,12.26,9.05,0.22,4.83,4.62,6.21,5780.18,32617.28,9.34,16689.53,18497.77,8490.32,47199.71,26606.39,6523.32,23079.68,546145.79,1658575.85,1029374.50,44299.33,2112.94,499290272.59,4778640.26,39.05,10.05,19.55,9.45,99.11,89.66,9.45,81310.70,25702.11,395.19,4145.50,21.13
202.89,472.91,12.96,9.23,2.46,2.26,5.89,8.58,8003.71,52590.58,9.98,25372.75,12037.97,7331.03,55161.66,42137.52,6733.40,19971.99,707528.04,1193799.27,2054342.98,88414.64,4217.64,1341471429.87,5208323.30,46.75,10.23,28.36,8.16,189.74,181.58,8.16,95939.50,51295.07,906.14,8273.40,42.18
169.40,132.35,13.46,7.54,4.22,8.93,7.02,3.76,8793.69,31817.46,8.90,20342.02,19001.01,6863.12,57912.43,29204.23,5624.94,20374.33,362339.33,1699095.10,511066.69,22573.24,1131.81,316853646.81,3583252.10,37.62,8.54,13.13,15.95,58.64,42.69,15.95,98246.66,12850.79,211.73,2072.71,11.32
204.23,104.40,12.29,7.80,4.61,8.41,8.69,2.87,5184.79,42365.11,7.93,22773.87,21765.59,8326.07,53835.12,33398.82,5817.48,19932.67,735800.02,1202164.83,472824.81,21030.51,1068.03,243016676.73,2472395.08,37.51,8.80,11.60,17.11,50.56,33.45,17.11,74046.50,11911.97,201.36,1921.28,10.68
62.51,466.68,11.25,5.31,9.87,6.37,1.66,4.03,4942.76,51377.86,7.69,21072.27,14510.05,11272.04,63375.69,31596.88,6982.32,24644.09,678649.90,1030047.88,407681.86,20191.01,1214.88,258549560.04,2477909.40,28.92,6.31,14.58,8.03,59.58,51.55,8.03,80782.53,10590.97,275.50,1708.22,12.15
292.64,271.66,15.13,3.74,9.44,8.85,3.46,7.63,8838.14,37244.79,8.50,22163.09,16076.74,8315.24,52450.13,37714.63,6657.30,22742.79,467320.70,1109137.02,579633.70,31126.65,2072.93,483855154.22,4404617.85,42.59,4.74,25.55,12.31,160.89,148.58,12.31,102911.13,15434.42,750.77,2489.42,20.73
94.27,491.34,14.15,7.04,1.70,6.16,7.15,5.68,7225.76,54901.05,6.96,27036.71,11974.76,10227.22,48460.34,46962.40,6611.06,19909.62,708037.68,1387390.36,888057.29,39767.65,2044.29,586493321.50,4205429.23,40.62,8.04,19.28,13.30,100.45,87.15,13.30,90355.82,22414.73,437.41,3615.28,20.44
249.31,494.61,9.11,5.13,7.46,3.11,0.83,2.41,8829.12,42445.16,7.59,18963.42,11613.89,8079.85,36654.88,34689.27,6992.90,20973.41,610419.28,1791908.38,507704.73,31761.28,2458.15,550251166.34,8862516.54,31.23,6.13,21.17,3.94,74.37,70.43,3.94,101039.55,14218.75,1164.52,2293.35,24.58
87.77,329.62,13.25,8.52,6.04,3.82,2.03,5.17,7490.28,47932.99,5.03,24061.35,15672.19,9583.06,62695.41,30058.12,6954.11,23883.77,718699.57,859571.41,818649.24,35018.15,1650.03,506670820.19,2059200.23,31.64,9.52,16.27,5.85,69.36,63.51,5.85,96500.08,20407.51,273.21,3291.53,16.50
426.99,395.57,13.15,1.46,2.77,4.65,0.03,1.91,4450.61,46231.17,8.16,16386.23,15403.60,7117.41,62448.60,31942.34,6582.58,21471.67,670965.81,1793261.29,163880.82,19561.77,2123.41,319397981.77,10380141.51,30.55,2.46,23.41,4.68,74.29,69.61,4.68,71869.33,6037.95,1595.08,973.86,21.23
181.33,332.66,15.13,4.31,5.25,3.95,8.13,3.16,7069.71,35090.06,6.02,15893.68,20245.20,6172.41,58030.40,39234.71,6106.23,16681.35,262851.09,878523.57,410003.67,21993.53,1462.87,289944340.99,3039031.62,34.41,5.31,17.02,12.09,72.85,60.77,12.09,80925.56,10913.82,569.67,1760.29,14.63
462.65,276.18,10.78,8.40,4.92,1.20,4.03,3.66,4815.16,50907.14,9.52,29593.41,21709.96,7712.38,42365.93,39054.43,5755.13,16971.37,736857.97,1535319.91,1262802.28,60715.07,3502.11,740613307.00,7729677.35,37.99,9.40,23.36,5.23,104.78,99.54,5.23,68871.51,32521.50,1206.67,5245.40,35.02
517.97,235.06,14.94,9.35,5.86,8.36,1.81,7.91,5437.32,33830.61,6.04,27631.09,18066.36,10694.48,44895.94,45362.60,6335.40,22479.11,389633.55,1660655.43,2391321.17,102008.52,4779.62,1111126147.17,8161309.57,49.82,10.35,29.31,10.17,200.05,189.89,10.17,77751.62,59567.70,1149.80,9607.69,47.80
62.37,306.14,11.39,6.40,2.23,3.64,4.85,8.32,7521.47,43130.17,9.92,22512.18,17781.35,9978.29,44474.06,42362.79,5800.66,23853.27,555110.48,1297078.21,540232.70,24629.25,1306.08,343822709.00,2524404.56,35.27,7.40,19.39,8.49,87.26,78.77,8.49,96562.89,13703.61,180.32,2210.26,13.06
227.50,388.71,13.93,3.53,2.71,1.60,3.81,3.96,7457.00,40136.55,9.26,24396.58,11502.04,7594.04,66249.50,45585.01,6703.28,23455.39,632356.30,1248596.95,388258.35,23593.51,1780.49,369787820.42,5229607.91,30.75,4.53,20.81,5.41,93.93,88.52,5.41,94906.58,10765.36,835.13,1736.35,17.80
185.12,106.58,14.14,5.08,1.98,8.24,7.13,3.13,4382.30,52204.66,8.06,15387.49,11794.40,9260.13,47646.57,36673.79,7109.70,21518.19,341086.29,992025.88,270776.53,13114.77,764.64,156847451.81,1962555.03,33.17,6.08,11.72,15.37,49.87,34.50,15.37,72492.94,6988.35,186.32,1127.15,7.65
283.44,326.19,10.64,4.62,7.83,9.22,2.61,7.68,6217.71,35033.98,7.44,16607.72,20466.66,9540.38,44279.74,41867.81,6159.86,20320.48,558042.95,1131095.11,667673.74,36981.21,2548.75,461576426.31,4844045.02,44.17,5.62,26.72,11.82,173.00,161.17,11.82,80481.88,17954.04,873.13,2895.81,25.49
372.81,42.89,11.17,7.95,5.05,0.34,1.67,8.31,8166.16,42087.43,8.57,18498.17,12155.86,11769.08,61616.47,33114.87,5678.24,18673.71,440019.74,817028.58,706126.09,30492.58,1464.33,423465499.60,1455097.31,29.75,8.95,18.79,2.01,74.02,72.01,2.01,93123.91,17647.25,151.00,2846.33,14.64
415.81,25.27,11.44,5.43,2.29,6.78,8.37,5.30,6086.72,53365.34,7.65,28635.14,12367.76,8045.86,63916.82,32094.02,5621.13,22111.18,412562.30,1580444.05,331184.83,15449.26,850.76,205100096.36,2281807.81,34.66,6.43,13.08,15.15,54.24,39.09,15.15,85432.59,8455.41,99.23,1363.78,8.51
214.02,498.95,9.59,9.62,6.51,6.54,6.67,7.09,4642.42,53732.39,5.84,23574.84,21758.83,6172.63,67871.57,40058.12,6755.18,19898.68,424943.85,1751230.89,1942338.67,86284.96,4372.08,1025361345.52,8060162.64,50.81,10.62,26.98,13.21,174.39,161.19,13.21,71883.08,48917.03,1008.47,7889.84,43.72
123.49,460.99,14.62,7.74,0.82,0.18,2.58,0.59,5530.81,35629.97,5.09,28142.58,13433.02,7385.22,44573.55,47539.73,5895.96,19335.01,606090.20,1130369.58,632532.21,29418.25,1612.24,346045749.11,3798525.44,24.32,8.74,12.82,2.76,23.55,20.79,2.76,73985.34,16135.29,537.59,2602.47,16.12
168.17,160.03,15.77,1.13,9.75,4.90,7.55,9.95,5002.17,44691.92,6.78,23375.37,17491.55,7550.57,40027.99,38430.36,7205.37,22810.52,355698.76,1002194.04,139365.45,8709.32,673.45,108585138.99,2315639.18,37.71,2.13,23.13,12.45,122.69,110.24,12.45,77207.70,3901.63,254.16,629.30,6.73
311.49,320.32,10.20,9.61,9.33,9.41,5.61,3.29,8524.52,33898.38,5.19,22393.99,15912.55,9519.52,35562.90,45595.85,6857.81,22749.76,343266.98,1147358.61,1341906.57,61104.56,3233.80,886265461.00,5104585.06,46.36,10.61,20.73,15.02,95.83,80.81,15.02,99640.97,34027.61,942.29,5488.32,32.34
521.42,349.84,11.94,1.86,4.92,2.36,2.09,4.03,4610.62,43131.23,6.85,21667.70,16191.89,10533.98,40070.13,37692.98,7145.66,23197.66,288702.07,1445148.31,265974.15,25703.15,2582.65,383217254.64,8693243.71,34.70,2.86,27.40,4.45,133.37,128.92,4.45,74769.57,8858.99,1722.67,1428.87,25.83
74.36,48.84,13.25,7.92,1.29,8.71,4.46,4.35,4147.04,29467.08,8.81,20189.55,19295.92,9633.36,56299.08,47131.25,6975.22,23369.95,424550.22,1177251.82,225122.67,9521.91,438.34,86328467.83,999224.97,31.64,8.92,9.54,13.18,32.58,19.41,13.18,69670.56,5595.14,34.30,902.44,4.38
81.92,110.68,9.41,5.47,6.04,6.72,0.13,8.73,6053.14,50974.45,9.67,22144.23,18236.32,6303.87,52334.17,32307.53,5804.03,20620.61,494676.63,1023989.30,259924.46,12517.98,723.83,161403921.30,1373344.94,31.18,6.47,17.85,6.85,63.54,56.69,6.85,82903.09,6697.20,85.63,1080.19,7.24
107.01,97.78,13.14,8.40,9.06,1.05,1.05,6.67,8425.31,28854.43,5.55,21354.47,13223.49,10130.77,59107.08,41752.80,6704.97,22036.83,420582.57,1171001.95,492431.91,20709.25,941.84,272456648.75,1687120.73,26.62,9.40,15.12,2.10,49.86,47.75,2.10,97073.54,12220.28,98.82,1971.01,9.42
286.90,25.11,15.01,8.24,2.34,8.95,1.64,0.59,7422.92,36632.08,6.81,23809.51,16305.85,10991.19,61481.17,49892.71,7016.05,18212.70,579410.68,1726772.21,349840.26,14541.29,644.65,187248164.41,2064397.72,24.96,9.24,5.13,10.59,17.95,7.36,10.59,86024.44,8655.06,68.04,1395.98,6.45
